Rand,Vb,phi,Sw,So,Bo,RF,RESERVE
0.5683497754883959,23504.350474772367,0.25732610556973823,0.2800627165774735,0.7199372834225265,1.2,0.40573914557012786,11422001.32276953
0.24018190154641206,18383.314276078923,0.233283008583762,0.2436859648190935,0.7563140351809066,1.2,0.3764760815775939,7894324.933823528
0.29570680310582675,19368.732821365167,0.23802617061796047,0.24956913325934768,0.7504308667406523,1.2,0.38210704469351525,8546537.077551063
0.005024923725740482,7484.361514193759,0.1962605435116111,0.19776524852846875,0.8022347514715312,1.2,0.3141963515096786,2393640.320885375
0.1288935485768078,15898.784433934314,0.22170756501056335,0.22932839410555297,0.770671605894447,1.2,0.36227876819391036,6362462.024084172
0.5291550196786654,22926.68482641678,0.25454246169520167,0.27517988221135914,0.7248201177886409,1.2,0.4024381990080959,11005238.671230718
0.6474949881848805,24708.302849184114,0.26336259533208123,0.29065142008652894,0.7093485799134711,1.2,0.41261887342390924,12313296.32265371
0.14536195449419298,16336.879802984975,0.22367229194834687,0.23176533794823545,0.7682346620517646,1.2,0.3647821703027713,6620294.84837226
0.691389260460845,25415.453873130602,0.26700605949916245,0.29704247901812175,0.7029575209818782,1.2,0.41665973641788917,12849852.22043055
0.6055651947706321,24062.042845867672,0.26008875958897826,0.284908732301764,0.7150912676982359,1.2,0.4089259591192439,11831199.133226454
0.963544780062434,32961.44698101014,0.30178620024728914,0.35805088172966515,0.6419491182703349,1.2,0.4597796970343437,18981239.596761387
0.8428545510487429,28369.845374687167,0.28218434734853254,0.32366695717340266,0.6763330428265973,1.2,0.43354197356964097,15175750.364511004
0.5183144450584166,22767.887915908097,0.25379321371665586,0.27386561431529277,0.7261343856847072,1.2,0.4015307880909034,10891987.476373678
0.6034752072158278,24030.390372556925,0.2599302437633049,0.2846306771495763,0.7153693228504237,1.2,0.4087450878431825,11807801.0778925
0.0854957627108347,14514.02204744748,0.21582376713697116,0.22203044102927738,0.7779695589707226,1.2,0.3543658402711285,5583030.892741665
0.9545544313492632,32362.507547505993,0.29966395626672426,0.3543282195255041,0.6456717804744959,1.2,0.45635718598574854,18474040.954087056
0.8951009548900523,29815.704842602434,0.28910370069894253,0.3358043058621948,0.6641956941378052,1.2,0.44180402767201393,16352832.458632834
0.5583471760640503,23356.216840363464,0.25660409557536745,0.27879622726630815,0.7212037727336919,1.2,0.40489266765921983,11314425.665844815
0.28201638204882773,19134.9723708183,0.2369012556333075,0.2481738479437791,0.7518261520562208,1.2,0.3807712706903903,8389678.778952833
0.6393898787142637,24581.499243927843,0.262715166896462,0.28951575548375447,0.7104842445162456,1.2,0.4118942813938734,12218060.081318347
0.41702810706371785,21277.903803339937,0.24703349222252657,0.2622376698622951,0.737762330137705,1.2,0.39301659316194254,9853274.26372167
0.6272324997572558,24393.105638262634,0.2617575390955278,0.2878359651991131,0.7121640348008869,1.2,0.41081774650435793,12077138.8181891
0.3964306441212516,20968.184739172142,0.24560718500468948,0.2600002232132495,0.7399997767867506,1.2,0.39124676993812657,9639461.761251338
0.3018131639153595,19471.375570869455,0.23851950822648355,0.25018143395682413,0.7498185660431759,1.2,0.3826935746906826,8615816.255257174
0.3979446322737472,20991.08710127073,0.2457132671069937,0.2601633707448662,0.7398366292551338,1.2,0.3913776405786899,9655258.522128595
0.8497845284188781,28540.473195558818,0.28302756714269117,0.32514606253841316,0.6748539374615868,1.2,0.43451698968890756,15313518.413368793
0.8387387034552407,28270.8426171117,0.2816923271581618,0.3228038966661514,0.6771961033338486,1.2,0.43297624352635256,15095962.852130214
